"county","estimated_population","dt_admin","total_partial_vaccinated","cumulative_fully_vaccinated","cumulative_at_least_one_dose","cumulative_unvaccinated","suppress_data","cumulative_up_to_date_vax","race_eth","age_category","sex","quarter"
"Contra CostaCounty",59521,2022-09-30,5652,5935,11593,47928,FALSE,1,"NA","0-17",NA,2022.3
"Contra CostaCounty",59521,2022-12-31,4642,9499,14147,45374,FALSE,421,"NA","0-17",NA,2022.4
"Contra CostaCounty",59521,2023-03-31,4466,10874,15345,44176,FALSE,2109,"NA","0-17",NA,2023.1
"Contra CostaCounty",59521,2023-06-30,4649,11341,15995,43526,FALSE,3353,"NA","0-17",NA,2023.2
"Contra CostaCounty",59521,2023-08-26,4914,11537,16456,43065,FALSE,3840,"NA","0-17",NA,2023.3
"Contra CostaCounty",89158,2022-03-31,3593,78403,82017,7141,FALSE,9,"NA","0-17",NA,2022.1
"Contra CostaCounty",89158,2022-06-30,3605,79043,82671,6487,FALSE,11,"NA","0-17",NA,2022.2
"Contra CostaCounty",89158,2022-09-30,3643,79467,83134,6024,FALSE,2419,"NA","0-17",NA,2022.3
"Contra CostaCounty",89158,2022-12-31,3798,79596,83418,5740,FALSE,14165,"NA","0-17",NA,2022.4
"Contra CostaCounty",89158,2023-03-31,3909,79676,83609,5549,FALSE,16570,"NA","0-17",NA,2023.1
"Contra CostaCounty",89158,2023-06-30,4062,79689,83775,5383,FALSE,17986,"NA","0-17",NA,2023.2
"Contra CostaCounty",89158,2023-08-26,4157,79689,83870,5288,FALSE,18776,"NA","0-17",NA,2023.3
"Contra CostaCounty",91375,2022-03-31,4147,50676,54825,36550,FALSE,8,"NA","0-17",NA,2022.1
"Contra CostaCounty",91375,2022-06-30,4190,53420,57612,33763,FALSE,11,"NA","0-17",NA,2022.2
"Contra CostaCounty",91375,2022-09-30,4115,55934,60051,31324,FALSE,17,"NA","0-17",NA,2022.3
"Contra CostaCounty",91375,2022-12-31,4220,56677,60899,30476,FALSE,10448,"NA","0-17",NA,2022.4
"Contra CostaCounty",91375,2023-03-31,4226,57090,61318,30057,FALSE,13245,"NA","0-17",NA,2023.1
"Contra CostaCounty",91375,2023-06-30,4447,57152,61601,29774,FALSE,14767,"NA","0-17",NA,2023.2
"Contra CostaCounty",91375,2023-08-26,4580,57161,61743,29632,FALSE,15542,"NA","0-17",NA,2023.3
"Contra CostaCounty",208116,2022-03-31,7976,196521,204497,3619,FALSE,15,"NA","65+",NA,2022.1
"Contra CostaCounty",208116,2022-06-30,8232,198011,206243,1873,FALSE,27,"NA","65+",NA,2022.2
"Contra CostaCounty",208116,2022-09-30,9111,198448,207559,557,FALSE,17721,"NA","65+",NA,2022.3
"Contra CostaCounty",208116,2022-12-31,11198,198543,209741,0,FALSE,80712,"NA","65+",NA,2022.4
"Contra CostaCounty",208116,2023-03-31,11602,198588,210190,0,FALSE,89172,"NA","65+",NA,2023.1
"Contra CostaCounty",208116,2023-06-30,11907,198593,210500,0,FALSE,113454,"NA","65+",NA,2023.2
"Contra CostaCounty",208116,2023-08-26,12036,198593,210629,0,FALSE,122152,"NA","65+",NA,2023.3
"Contra CostaCounty",238890,2022-03-31,8567,208795,217362,21528,FALSE,14,"NA","50-64",NA,2022.1
"Contra CostaCounty",238890,2022-06-30,8816,209909,218725,20165,FALSE,23,"NA","50-64",NA,2022.2
"Contra CostaCounty",238890,2022-09-30,9317,210433,219750,19140,FALSE,14925,"NA","50-64",NA,2022.3
"Contra CostaCounty",238890,2022-12-31,10643,210553,221196,17694,FALSE,72315,"NA","50-64",NA,2022.4
"Contra CostaCounty",238890,2023-03-31,10981,210631,221612,17278,FALSE,81694,"NA","50-64",NA,2023.1
"Contra CostaCounty",238890,2023-06-30,11143,210638,221781,17109,FALSE,85381,"NA","50-64",NA,2023.2
"Contra CostaCounty",238890,2023-08-26,11223,210638,221861,17029,FALSE,87025,"NA","50-64",NA,2023.3
"Contra CostaCounty",472447,2022-03-31,25183,415675,440866,31581,FALSE,49,"NA","18-49",NA,2022.1
"Contra CostaCounty",472447,2022-06-30,25817,418035,443860,28587,FALSE,60,"NA","18-49",NA,2022.2
"Contra CostaCounty",472447,2022-09-30,26826,419471,446304,26143,FALSE,19215,"NA","18-49",NA,2022.3
"Contra CostaCounty",472447,2022-12-31,29232,420053,449292,23155,FALSE,86712,"NA","18-49",NA,2022.4
"Contra CostaCounty",472447,2023-03-31,29966,420475,450448,21999,FALSE,99809,"NA","18-49",NA,2023.1
"Contra CostaCounty",472447,2023-06-30,30509,420531,451047,21400,FALSE,104545,"NA","18-49",NA,2023.2
"Contra CostaCounty",472447,2023-08-26,30800,420532,451339,21108,FALSE,106870,"NA","18-49",NA,2023.3
"Del NorteCounty",1345,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"Del NorteCounty",1345,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"Del NorteCounty",1345,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"Del NorteCounty",1345,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"Del NorteCounty",1345,2023-03-31,NA,NA,NA,NA,TRUE,4,"NA","0-17",NA,2023.1
"Del NorteCounty",1345,2023-06-30,NA,NA,NA,NA,TRUE,5,"NA","0-17",NA,2023.2
"Del NorteCounty",1345,2023-08-26,NA,NA,NA,NA,TRUE,5,"NA","0-17",NA,2023.3
"Del NorteCounty",1911,2022-03-31,137,643,781,1130,FALSE,0,"NA","0-17",NA,2022.1
"Del NorteCounty",1911,2022-06-30,122,668,791,1120,FALSE,0,"NA","0-17",NA,2022.2
"Del NorteCounty",1911,2022-09-30,122,682,805,1106,FALSE,3,"NA","0-17",NA,2022.3
"Del NorteCounty",1911,2022-12-31,126,685,812,1099,FALSE,51,"NA","0-17",NA,2022.4
"Del NorteCounty",1911,2023-03-31,125,689,815,1096,FALSE,66,"NA","0-17",NA,2023.1
"Del NorteCounty",1911,2023-06-30,126,689,816,1095,FALSE,73,"NA","0-17",NA,2023.2
"Del NorteCounty",1911,2023-08-26,127,689,817,1094,FALSE,75,"NA","0-17",NA,2023.3
"Del NorteCounty",2188,2022-03-31,63,307,370,1818,FALSE,0,"NA","0-17",NA,2022.1
"Del NorteCounty",2188,2022-06-30,67,327,394,1794,FALSE,0,"NA","0-17",NA,2022.2
"Del NorteCounty",2188,2022-09-30,68,349,417,1771,FALSE,0,"NA","0-17",NA,2022.3
"Del NorteCounty",2188,2022-12-31,71,353,424,1764,FALSE,23,"NA","0-17",NA,2022.4
"Del NorteCounty",2188,2023-03-31,72,358,430,1758,FALSE,39,"NA","0-17",NA,2023.1
"Del NorteCounty",2188,2023-06-30,73,358,431,1757,FALSE,41,"NA","0-17",NA,2023.2
"Del NorteCounty",2188,2023-08-26,75,358,433,1755,FALSE,43,"NA","0-17",NA,2023.3
"Del NorteCounty",4812,2022-03-31,346,3396,3742,1070,FALSE,0,"NA","50-64",NA,2022.1
"Del NorteCounty",4812,2022-06-30,346,3434,3780,1032,FALSE,0,"NA","50-64",NA,2022.2
"Del NorteCounty",4812,2022-09-30,346,3446,3792,1020,FALSE,101,"NA","50-64",NA,2022.3
"Del NorteCounty",4812,2022-12-31,360,3451,3811,1001,FALSE,665,"NA","50-64",NA,2022.4
"Del NorteCounty",4812,2023-03-31,361,3453,3814,998,FALSE,797,"NA","50-64",NA,2023.1
"Del NorteCounty",4812,2023-06-30,361,3453,3814,998,FALSE,847,"NA","50-64",NA,2023.2
"Del NorteCounty",4812,2023-08-26,362,3453,3815,997,FALSE,868,"NA","50-64",NA,2023.3
"Del NorteCounty",5180,2022-03-31,395,4246,4641,539,FALSE,1,"NA","65+",NA,2022.1
"Del NorteCounty",5180,2022-06-30,373,4303,4676,504,FALSE,1,"NA","65+",NA,2022.2
"Del NorteCounty",5180,2022-09-30,388,4313,4701,479,FALSE,327,"NA","65+",NA,2022.3
"Del NorteCounty",5180,2022-12-31,431,4316,4747,433,FALSE,1398,"NA","65+",NA,2022.4
"Del NorteCounty",5180,2023-03-31,431,4319,4750,430,FALSE,1549,"NA","65+",NA,2023.1
"Del NorteCounty",5180,2023-06-30,434,4319,4753,427,FALSE,1742,"NA","65+",NA,2023.2
"Del NorteCounty",5180,2023-08-26,436,4319,4755,425,FALSE,1816,"NA","65+",NA,2023.3
"Del NorteCounty",11404,2022-03-31,683,4674,5358,6046,FALSE,0,"NA","18-49",NA,2022.1
"Del NorteCounty",11404,2022-06-30,690,4779,5470,5934,FALSE,0,"NA","18-49",NA,2022.2
"Del NorteCounty",11404,2022-09-30,712,4811,5524,5880,FALSE,91,"NA","18-49",NA,2022.3
"Del NorteCounty",11404,2022-12-31,729,4832,5562,5842,FALSE,465,"NA","18-49",NA,2022.4
"Del NorteCounty",11404,2023-03-31,740,4848,5589,5815,FALSE,583,"NA","18-49",NA,2023.1
"Del NorteCounty",11404,2023-06-30,750,4849,5600,5804,FALSE,633,"NA","18-49",NA,2023.2
"Del NorteCounty",11404,2023-08-26,752,4849,5602,5802,FALSE,644,"NA","18-49",NA,2023.3
"El DoradoCounty",8401,2022-03-31,4,1,5,8396,FALSE,0,"NA","0-17",NA,2022.1
"El DoradoCounty",8401,2022-06-30,142,1,143,8258,FALSE,0,"NA","0-17",NA,2022.2
"El DoradoCounty",8401,2022-09-30,296,221,517,7884,FALSE,0,"NA","0-17",NA,2022.3
"El DoradoCounty",8401,2022-12-31,266,362,628,7773,FALSE,12,"NA","0-17",NA,2022.4
"El DoradoCounty",8401,2023-03-31,251,423,674,7727,FALSE,81,"NA","0-17",NA,2023.1
"El DoradoCounty",8401,2023-06-30,254,441,695,7706,FALSE,107,"NA","0-17",NA,2023.2
"El DoradoCounty",8401,2023-08-26,252,452,704,7697,FALSE,124,"NA","0-17",NA,2023.3
"El DoradoCounty",12066,2022-03-31,415,3476,3892,8174,FALSE,0,"NA","0-17",NA,2022.1
"El DoradoCounty",12066,2022-06-30,429,3646,4076,7990,FALSE,0,"NA","0-17",NA,2022.2
"El DoradoCounty",12066,2022-09-30,444,3772,4217,7849,FALSE,0,"NA","0-17",NA,2022.3
"El DoradoCounty",12066,2022-12-31,456,3815,4272,7794,FALSE,487,"NA","0-17",NA,2022.4
"El DoradoCounty",12066,2023-03-31,460,3824,4285,7781,FALSE,610,"NA","0-17",NA,2023.1
"El DoradoCounty",12066,2023-06-30,463,3827,4291,7775,FALSE,634,"NA","0-17",NA,2023.2
"El DoradoCounty",12066,2023-08-26,465,3827,4293,7773,FALSE,649,"NA","0-17",NA,2023.3
"El DoradoCounty",14766,2022-03-31,648,7249,7900,6866,FALSE,0,"NA","0-17",NA,2022.1
"El DoradoCounty",14766,2022-06-30,645,7349,7997,6769,FALSE,0,"NA","0-17",NA,2022.2
"El DoradoCounty",14766,2022-09-30,644,7410,8057,6709,FALSE,131,"NA","0-17",NA,2022.3
"El DoradoCounty",14766,2022-12-31,659,7419,8081,6685,FALSE,865,"NA","0-17",NA,2022.4
"El DoradoCounty",14766,2023-03-31,663,7426,8092,6674,FALSE,974,"NA","0-17",NA,2023.1
"El DoradoCounty",14766,2023-06-30,670,7428,8101,6665,FALSE,1034,"NA","0-17",NA,2023.2
"El DoradoCounty",14766,2023-08-26,676,7428,8107,6659,FALSE,1051,"NA","0-17",NA,2023.3
"El DoradoCounty",39866,2022-03-31,2307,30515,32822,7044,FALSE,1,"NA","50-64",NA,2022.1
"El DoradoCounty",39866,2022-06-30,2279,30760,33039,6827,FALSE,2,"NA","50-64",NA,2022.2
"El DoradoCounty",39866,2022-09-30,2336,30852,33188,6678,FALSE,1597,"NA","50-64",NA,2022.3
"El DoradoCounty",39866,2022-12-31,2560,30864,33424,6442,FALSE,8391,"NA","50-64",NA,2022.4
"El DoradoCounty",39866,2023-03-31,2626,30874,33500,6366,FALSE,9289,"NA","50-64",NA,2023.1
"El DoradoCounty",39866,2023-06-30,2645,30875,33520,6346,FALSE,9658,"NA","50-64",NA,2023.2
"El DoradoCounty",39866,2023-08-26,2649,30875,33524,6342,FALSE,9790,"NA","50-64",NA,2023.3
"El DoradoCounty",43837,2022-03-31,2341,37172,39513,4324,FALSE,0,"NA","65+",NA,2022.1
"El DoradoCounty",43837,2022-06-30,2277,37543,39820,4017,FALSE,1,"NA","65+",NA,2022.2
"El DoradoCounty",43837,2022-09-30,2404,37640,40044,3793,FALSE,3097,"NA","65+",NA,2022.3
"El DoradoCounty",43837,2022-12-31,2839,37648,40487,3350,FALSE,15068,"NA","65+",NA,2022.4
"El DoradoCounty",43837,2023-03-31,2906,37654,40560,3277,FALSE,16257,"NA","65+",NA,2023.1
"El DoradoCounty",43837,2023-06-30,2934,37655,40589,3248,FALSE,18411,"NA","65+",NA,2023.2
"El DoradoCounty",43837,2023-08-26,2949,37655,40604,3233,FALSE,19281,"NA","65+",NA,2023.3
"El DoradoCounty",70153,2022-03-31,4510,39435,43946,26207,FALSE,4,"NA","18-49",NA,2022.1
"El DoradoCounty",70153,2022-06-30,4592,39775,44368,25785,FALSE,4,"NA","18-49",NA,2022.2
"El DoradoCounty",70153,2022-09-30,4660,39977,44638,25515,FALSE,1148,"NA","18-49",NA,2022.3
"El DoradoCounty",70153,2022-12-31,4905,40034,44940,25213,FALSE,5740,"NA","18-49",NA,2022.4
"El DoradoCounty",70153,2023-03-31,4981,40080,45062,25091,FALSE,6501,"NA","18-49",NA,2023.1
"El DoradoCounty",70153,2023-06-30,5008,40087,45096,25057,FALSE,6763,"NA","18-49",NA,2023.2
"El DoradoCounty",70153,2023-08-26,5031,40087,45119,25034,FALSE,6896,"NA","18-49",NA,2023.3
"FresnoCounty",72649,2022-03-31,20,6,28,72621,FALSE,0,"NA","0-17",NA,2022.1
"FresnoCounty",72649,2022-06-30,419,6,427,72222,FALSE,0,"NA","0-17",NA,2022.2
"FresnoCounty",72649,2022-09-30,1431,800,2233,70416,FALSE,0,"NA","0-17",NA,2022.3
"FresnoCounty",72649,2022-12-31,1600,1401,3003,69646,FALSE,48,"NA","0-17",NA,2022.4
"FresnoCounty",72649,2023-03-31,1648,1722,3372,69277,FALSE,267,"NA","0-17",NA,2023.1
"FresnoCounty",72649,2023-06-30,1652,1815,3469,69180,FALSE,389,"NA","0-17",NA,2023.2
"FresnoCounty",72649,2023-08-26,1684,1850,3536,69113,FALSE,449,"NA","0-17",NA,2023.3
"FresnoCounty",95109,2022-03-31,4806,52563,57397,37712,FALSE,2,"NA","0-17",NA,2022.1
"FresnoCounty",95109,2022-06-30,4669,53668,58364,36745,FALSE,3,"NA","0-17",NA,2022.2
"FresnoCounty",95109,2022-09-30,4668,54468,59163,35946,FALSE,579,"NA","0-17",NA,2022.3
"FresnoCounty",95109,2022-12-31,4739,54705,59471,35638,FALSE,3726,"NA","0-17",NA,2022.4
"FresnoCounty",95109,2023-03-31,4793,54817,59637,35472,FALSE,4583,"NA","0-17",NA,2023.1
"FresnoCounty",95109,2023-06-30,4866,54828,59721,35388,FALSE,5000,"NA","0-17",NA,2023.2
"FresnoCounty",95109,2023-08-26,4911,54829,59767,35342,FALSE,5238,"NA","0-17",NA,2023.3
"FresnoCounty",111540,2022-03-31,4484,24950,29437,82103,FALSE,9,"NA","0-17",NA,2022.1
"FresnoCounty",111540,2022-06-30,4087,26973,31063,80477,FALSE,14,"NA","0-17",NA,2022.2
"FresnoCounty",111540,2022-09-30,4424,28577,33004,78536,FALSE,28,"NA","0-17",NA,2022.3
"FresnoCounty",111540,2022-12-31,4542,29100,33645,77895,FALSE,1825,"NA","0-17",NA,2022.4
"FresnoCounty",111540,2023-03-31,4538,29355,33896,77644,FALSE,2503,"NA","0-17",NA,2023.1
"FresnoCounty",111540,2023-06-30,4602,29387,33992,77548,FALSE,2773,"NA","0-17",NA,2023.2
"FresnoCounty",111540,2023-08-26,4671,29388,34062,77478,FALSE,2957,"NA","0-17",NA,2023.3
"FresnoCounty",135289,2022-03-31,8970,115731,124701,10588,FALSE,5,"NA","65+",NA,2022.1
"FresnoCounty",135289,2022-06-30,8741,116769,125510,9779,FALSE,9,"NA","65+",NA,2022.2
"FresnoCounty",135289,2022-09-30,9297,117151,126448,8841,FALSE,8134,"NA","65+",NA,2022.3
"FresnoCounty",135289,2022-12-31,10794,117218,128012,7277,FALSE,35677,"NA","65+",NA,2022.4
"FresnoCounty",135289,2023-03-31,11155,117251,128406,6883,FALSE,40352,"NA","65+",NA,2023.1
"FresnoCounty",135289,2023-06-30,11292,117257,128549,6740,FALSE,45144,"NA","65+",NA,2023.2
"FresnoCounty",135289,2023-08-26,11365,117257,128622,6667,FALSE,46849,"NA","65+",NA,2023.3
"FresnoCounty",158315,2022-03-31,10404,125982,136386,21929,FALSE,5,"NA","50-64",NA,2022.1
"FresnoCounty",158315,2022-06-30,10322,126971,137293,21022,FALSE,7,"NA","50-64",NA,2022.2
"FresnoCounty",158315,2022-09-30,10519,127449,137968,20347,FALSE,4527,"NA","50-64",NA,2022.3
"FresnoCounty",158315,2022-12-31,11233,127587,138820,19495,FALSE,23515,"NA","50-64",NA,2022.4
"FresnoCounty",158315,2023-03-31,11467,127671,139138,19177,FALSE,27687,"NA","50-64",NA,2023.1
"FresnoCounty",158315,2023-06-30,11574,127679,139253,19062,FALSE,29051,"NA","50-64",NA,2023.2
"FresnoCounty",158315,2023-08-26,11619,127680,139299,19016,FALSE,29557,"NA","50-64",NA,2023.3
"FresnoCounty",448747,2022-03-31,31092,292031,323135,125612,FALSE,18,"NA","18-49",NA,2022.1
"FresnoCounty",448747,2022-06-30,31328,295657,326997,121750,FALSE,23,"NA","18-49",NA,2022.2
"FresnoCounty",448747,2022-09-30,31873,298041,329926,118821,FALSE,5545,"NA","18-49",NA,2022.3
"FresnoCounty",448747,2022-12-31,32832,299021,331865,116882,FALSE,26033,"NA","18-49",NA,2022.4
"FresnoCounty",448747,2023-03-31,33308,299629,332949,115798,FALSE,31954,"NA","18-49",NA,2023.1
"FresnoCounty",448747,2023-06-30,33756,299714,333482,115265,FALSE,34347,"NA","18-49",NA,2023.2
"FresnoCounty",448747,2023-08-26,33996,299716,333724,115023,FALSE,35407,"NA","18-49",NA,2023.3
"GlennCounty",1866,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"GlennCounty",1866,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"GlennCounty",1866,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"GlennCounty",1866,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"GlennCounty",1866,2023-03-31,NA,NA,NA,NA,TRUE,8,"NA","0-17",NA,2023.1
"GlennCounty",1866,2023-06-30,NA,NA,NA,NA,TRUE,9,"NA","0-17",NA,2023.2
"GlennCounty",1866,2023-08-26,NA,NA,NA,NA,TRUE,9,"NA","0-17",NA,2023.3
"GlennCounty",2657,2022-03-31,107,1194,1302,1355,FALSE,0,"NA","0-17",NA,2022.1
"GlennCounty",2657,2022-06-30,108,1227,1336,1321,FALSE,0,"NA","0-17",NA,2022.2
"GlennCounty",2657,2022-09-30,108,1257,1366,1291,FALSE,5,"NA","0-17",NA,2022.3
"GlennCounty",2657,2022-12-31,114,1259,1374,1283,FALSE,55,"NA","0-17",NA,2022.4
"GlennCounty",2657,2023-03-31,114,1262,1377,1280,FALSE,78,"NA","0-17",NA,2023.1
"GlennCounty",2657,2023-06-30,114,1262,1377,1280,FALSE,84,"NA","0-17",NA,2023.2
"GlennCounty",2657,2023-08-26,114,1262,1377,1280,FALSE,85,"NA","0-17",NA,2023.3
"GlennCounty",2744,2022-03-31,69,453,522,2222,FALSE,0,"NA","0-17",NA,2022.1
"GlennCounty",2744,2022-06-30,55,502,557,2187,FALSE,0,"NA","0-17",NA,2022.2
"GlennCounty",2744,2022-09-30,61,551,612,2132,FALSE,0,"NA","0-17",NA,2022.3
"GlennCounty",2744,2022-12-31,64,563,627,2117,FALSE,7,"NA","0-17",NA,2022.4
"GlennCounty",2744,2023-03-31,64,569,633,2111,FALSE,48,"NA","0-17",NA,2023.1
"GlennCounty",2744,2023-06-30,66,570,636,2108,FALSE,54,"NA","0-17",NA,2023.2
"GlennCounty",2744,2023-08-26,70,570,640,2104,FALSE,59,"NA","0-17",NA,2023.3
"GlennCounty",4874,2022-03-31,284,3645,3929,945,FALSE,0,"NA","50-64",NA,2022.1
"GlennCounty",4874,2022-06-30,278,3674,3952,922,FALSE,0,"NA","50-64",NA,2022.2
"GlennCounty",4874,2022-09-30,285,3680,3965,909,FALSE,91,"NA","50-64",NA,2022.3
"GlennCounty",4874,2022-12-31,298,3684,3982,892,FALSE,577,"NA","50-64",NA,2022.4
"GlennCounty",4874,2023-03-31,303,3685,3988,886,FALSE,651,"NA","50-64",NA,2023.1
"GlennCounty",4874,2023-06-30,302,3686,3988,886,FALSE,679,"NA","50-64",NA,2023.2
"GlennCounty",4874,2023-08-26,304,3686,3990,884,FALSE,690,"NA","50-64",NA,2023.3
"GlennCounty",4937,2022-03-31,279,4063,4342,595,FALSE,0,"NA","65+",NA,2022.1
"GlennCounty",4937,2022-06-30,274,4088,4362,575,FALSE,0,"NA","65+",NA,2022.2
"GlennCounty",4937,2022-09-30,287,4100,4387,550,FALSE,211,"NA","65+",NA,2022.3
"GlennCounty",4937,2022-12-31,323,4100,4423,514,FALSE,1119,"NA","65+",NA,2022.4
"GlennCounty",4937,2023-03-31,329,4101,4430,507,FALSE,1249,"NA","65+",NA,2023.1
"GlennCounty",4937,2023-06-30,330,4101,4431,506,FALSE,1337,"NA","65+",NA,2023.2
"GlennCounty",4937,2023-08-26,330,4101,4431,506,FALSE,1353,"NA","65+",NA,2023.3
"GlennCounty",12107,2022-03-31,606,6210,6816,5291,FALSE,1,"NA","18-49",NA,2022.1
"GlennCounty",12107,2022-06-30,610,6290,6900,5207,FALSE,1,"NA","18-49",NA,2022.2
"GlennCounty",12107,2022-09-30,621,6331,6952,5155,FALSE,74,"NA","18-49",NA,2022.3
"GlennCounty",12107,2022-12-31,637,6347,6984,5123,FALSE,437,"NA","18-49",NA,2022.4
"GlennCounty",12107,2023-03-31,644,6360,7004,5103,FALSE,529,"NA","18-49",NA,2023.1
"GlennCounty",12107,2023-06-30,654,6363,7017,5090,FALSE,564,"NA","18-49",NA,2023.2
"GlennCounty",12107,2023-08-26,657,6363,7020,5087,FALSE,577,"NA","18-49",NA,2023.3
"HumboldtCounty",6718,2022-03-31,2,1,3,6715,FALSE,0,"NA","0-17",NA,2022.1
"HumboldtCounty",6718,2022-06-30,75,1,76,6642,FALSE,0,"NA","0-17",NA,2022.2
"HumboldtCounty",6718,2022-09-30,362,258,620,6098,FALSE,1,"NA","0-17",NA,2022.3
"HumboldtCounty",6718,2022-12-31,358,457,815,5903,FALSE,11,"NA","0-17",NA,2022.4
"HumboldtCounty",6718,2023-03-31,381,544,925,5793,FALSE,113,"NA","0-17",NA,2023.1
"HumboldtCounty",6718,2023-06-30,436,569,1005,5713,FALSE,181,"NA","0-17",NA,2023.2
"HumboldtCounty",6718,2023-08-26,455,586,1041,5677,FALSE,237,"NA","0-17",NA,2023.3
"HumboldtCounty",10039,2022-03-31,496,5340,5839,4200,FALSE,0,"NA","0-17",NA,2022.1
"HumboldtCounty",10039,2022-06-30,478,5432,5913,4126,FALSE,0,"NA","0-17",NA,2022.2
"HumboldtCounty",10039,2022-09-30,480,5483,5966,4073,FALSE,117,"NA","0-17",NA,2022.3
"HumboldtCounty",10039,2022-12-31,486,5505,5994,4045,FALSE,789,"NA","0-17",NA,2022.4
"HumboldtCounty",10039,2023-03-31,495,5512,6010,4029,FALSE,1027,"NA","0-17",NA,2023.1
"HumboldtCounty",10039,2023-06-30,505,5513,6021,4018,FALSE,1150,"NA","0-17",NA,2023.2
"HumboldtCounty",10039,2023-08-26,507,5513,6023,4016,FALSE,1248,"NA","0-17",NA,2023.3
"HumboldtCounty",10689,2022-03-31,410,3232,3642,7047,FALSE,0,"NA","0-17",NA,2022.1
"HumboldtCounty",10689,2022-06-30,413,3413,3826,6863,FALSE,0,"NA","0-17",NA,2022.2
"HumboldtCounty",10689,2022-09-30,421,3583,4004,6685,FALSE,2,"NA","0-17",NA,2022.3
"HumboldtCounty",10689,2022-12-31,442,3662,4104,6585,FALSE,436,"NA","0-17",NA,2022.4
"HumboldtCounty",10689,2023-03-31,453,3690,4143,6546,FALSE,670,"NA","0-17",NA,2023.1
"HumboldtCounty",10689,2023-06-30,479,3693,4172,6517,FALSE,825,"NA","0-17",NA,2023.2
"HumboldtCounty",10689,2023-08-26,492,3693,4185,6504,FALSE,937,"NA","0-17",NA,2023.3
"HumboldtCounty",23089,2022-03-31,1215,18145,19360,3729,FALSE,2,"NA","50-64",NA,2022.1
"HumboldtCounty",23089,2022-06-30,1205,18262,19467,3622,FALSE,3,"NA","50-64",NA,2022.2
"HumboldtCounty",23089,2022-09-30,1223,18321,19544,3545,FALSE,1245,"NA","50-64",NA,2022.3
"HumboldtCounty",23089,2022-12-31,1335,18338,19673,3416,FALSE,5421,"NA","50-64",NA,2022.4
"HumboldtCounty",23089,2023-03-31,1361,18353,19714,3375,FALSE,6223,"NA","50-64",NA,2023.1
"HumboldtCounty",23089,2023-06-30,1377,18354,19731,3358,FALSE,6622,"NA","50-64",NA,2023.2
"HumboldtCounty",23089,2023-08-26,1387,18354,19741,3348,FALSE,6822,"NA","50-64",NA,2023.3
"HumboldtCounty",25940,2022-03-31,1340,23510,24850,1090,FALSE,5,"NA","65+",NA,2022.1
"HumboldtCounty",25940,2022-06-30,1347,23721,25068,872,FALSE,9,"NA","65+",NA,2022.2
"HumboldtCounty",25940,2022-09-30,1415,23787,25202,738,FALSE,2282,"NA","65+",NA,2022.3
"HumboldtCounty",25940,2022-12-31,1647,23809,25456,484,FALSE,9035,"NA","65+",NA,2022.4
"HumboldtCounty",25940,2023-03-31,1710,23813,25523,417,FALSE,10052,"NA","65+",NA,2023.1
"HumboldtCounty",25940,2023-06-30,1735,23815,25550,390,FALSE,12707,"NA","65+",NA,2023.2
"HumboldtCounty",25940,2023-08-26,1752,23816,25568,372,FALSE,13810,"NA","65+",NA,2023.3
"HumboldtCounty",57739,2022-03-31,3996,39845,43842,13897,FALSE,7,"NA","18-49",NA,2022.1
"HumboldtCounty",57739,2022-06-30,4058,40190,44249,13490,FALSE,8,"NA","18-49",NA,2022.2
"HumboldtCounty",57739,2022-09-30,4141,40433,44575,13164,FALSE,1436,"NA","18-49",NA,2022.3
"HumboldtCounty",57739,2022-12-31,4407,40518,44926,12813,FALSE,6564,"NA","18-49",NA,2022.4
"HumboldtCounty",57739,2023-03-31,4491,40577,45069,12670,FALSE,7845,"NA","18-49",NA,2023.1
"HumboldtCounty",57739,2023-06-30,4542,40586,45129,12610,FALSE,8406,"NA","18-49",NA,2023.2
"HumboldtCounty",57739,2023-08-26,4572,40586,45159,12580,FALSE,8684,"NA","18-49",NA,2023.3
"ImperialCounty",13929,2022-03-31,41,8,52,13877,FALSE,0,"NA","0-17",NA,2022.1
"ImperialCounty",13929,2022-06-30,295,8,312,13617,FALSE,0,"NA","0-17",NA,2022.2
"ImperialCounty",13929,2022-09-30,1693,338,2117,11812,FALSE,0,"NA","0-17",NA,2022.3
"ImperialCounty",13929,2022-12-31,1916,850,2878,11051,FALSE,56,"NA","0-17",NA,2022.4
"ImperialCounty",13929,2023-03-31,2056,1140,3320,10609,FALSE,344,"NA","0-17",NA,2023.1
"ImperialCounty",13929,2023-06-30,2242,1266,3633,10296,FALSE,568,"NA","0-17",NA,2023.2
"ImperialCounty",13929,2023-08-26,2400,1339,3864,10065,FALSE,694,"NA","0-17",NA,2023.3
