age_category,county,quarter,mean_vaccination_rate
50-64,Tuolumne County,2023.1,0.67618391257261
50-64,Tuolumne County,2023.2,0.67618391257261
50-64,Tuolumne County,2023.3,0.67618391257261
50-64,Ventura County,2022.1,0.8326205391208674
50-64,Ventura County,2022.2,0.8388020324986838
50-64,Ventura County,2022.3,0.8415349032551922
50-64,Ventura County,2022.4,0.8419726358006069
50-64,Ventura County,2023.1,0.8421678408546432
50-64,Ventura County,2023.2,0.842197417377982
50-64,Ventura County,2023.3,0.842197417377982
50-64,Yolo County,2022.1,0.9114041382609736
50-64,Yolo County,2022.2,0.9177430929314675
50-64,Yolo County,2022.3,0.9202846549455806
50-64,Yolo County,2022.4,0.9209424709962923
50-64,Yolo County,2023.1,0.9213311804808038
50-64,Yolo County,2023.2,0.9213610812103815
50-64,Yolo County,2023.3,0.9213610812103815
50-64,Yuba County,2022.1,0.6625326858423608
50-64,Yuba County,2022.2,0.6683601045946955
50-64,Yuba County,2022.3,0.6704519985057901
50-64,Yuba County,2022.4,0.6711991034740381
50-64,Yuba County,2023.1,0.6714979454613373
50-64,Yuba County,2023.2,0.6714979454613373
50-64,Yuba County,2023.3,0.6714979454613373
65+,Alameda County,2022.1,0.912191617487202
65+,Alameda County,2022.2,0.9209856204135213
65+,Alameda County,2022.3,0.9238780875864637
65+,Alameda County,2022.4,0.924434765273844
65+,Alameda County,2023.1,0.924788330832045
65+,Alameda County,2023.2,0.9248372281964772
65+,Alameda County,2023.3,0.9248409895322027
65+,Alpine County,2022.1,0.6207951070336392
65+,Alpine County,2022.2,0.6238532110091743
65+,Alpine County,2022.3,0.6330275229357798
65+,Alpine County,2022.4,0.6330275229357798
65+,Alpine County,2023.1,0.6330275229357798
65+,Alpine County,2023.2,0.6330275229357798
65+,Alpine County,2023.3,0.6330275229357798
65+,Amador County,2022.1,0.8328693309384823
65+,Amador County,2022.2,0.8400538841490794
65+,Amador County,2022.3,0.8417602155365963
65+,Amador County,2022.4,0.8423888639425235
65+,Amador County,2023.1,0.8423888639425235
65+,Amador County,2023.2,0.8423888639425235
65+,Amador County,2023.3,0.8423888639425235
65+,Butte County,2022.1,0.7572311896435933
65+,Butte County,2022.2,0.7628355063569625
65+,Butte County,2022.3,0.7651050230425419
65+,Butte County,2022.4,0.7652671313772261
65+,Butte County,2023.1,0.7654060813783841
65+,Butte County,2023.2,0.7654292397119103
65+,Butte County,2023.3,0.7654292397119103
65+,Calaveras County,2022.1,0.7286467988022245
65+,Calaveras County,2022.2,0.7361328960501925
65+,Calaveras County,2022.3,0.7385569656352489
65+,Calaveras County,2022.4,0.7386282617995152
65+,Calaveras County,2023.1,0.7386282617995152
65+,Calaveras County,2023.2,0.7386282617995152
65+,Calaveras County,2023.3,0.7386282617995152
65+,Colusa County,2022.1,0.7677881963596249
65+,Colusa County,2022.2,0.7722007722007722
65+,Colusa County,2022.3,0.7730281301709873
65+,Colusa County,2022.4,0.7738554881412024
65+,Colusa County,2023.1,0.7741312741312741
65+,Colusa County,2023.2,0.7744070601213459
65+,Colusa County,2023.3,0.7744070601213459
65+,Contra Costa County,2022.1,0.9442858790290031
65+,Contra Costa County,2022.2,0.9514453477868112
65+,Contra Costa County,2022.3,0.9535451382882623
65+,Contra Costa County,2022.4,0.9540016144842299
65+,Contra Costa County,2023.1,0.954217840050741
65+,Contra Costa County,2023.2,0.9542418651136866
65+,Contra Costa County,2023.3,0.9542418651136866
65+,Del Norte County,2022.1,0.8196911196911197
65+,Del Norte County,2022.2,0.8306949806949807
65+,Del Norte County,2022.3,0.8326254826254826
65+,Del Norte County,2022.4,0.8332046332046332
65+,Del Norte County,2023.1,0.8337837837837838
65+,Del Norte County,2023.2,0.8337837837837838
65+,Del Norte County,2023.3,0.8337837837837838
65+,El Dorado County,2022.1,0.8479594862787143
65+,El Dorado County,2022.2,0.8564226566598991
65+,El Dorado County,2022.3,0.8586353993202089
65+,El Dorado County,2022.4,0.8588178935602345
65+,El Dorado County,2023.1,0.8589547642402536
65+,El Dorado County,2023.2,0.8589775760202568
65+,El Dorado County,2023.3,0.8589775760202568
65+,Fresno County,2022.1,0.8554354012521344
65+,Fresno County,2022.2,0.8631078653844733
65+,Fresno County,2022.3,0.865931450450517
65+,Fresno County,2022.4,0.866426686574666
65+,Fresno County,2023.1,0.8666706088447693
65+,Fresno County,2023.2,0.8667149583484245
65+,Fresno County,2023.3,0.8667149583484245
65+,Glenn County,2022.1,0.8229694146242658
65+,Glenn County,2022.2,0.8280332185537777
65+,Glenn County,2022.3,0.8304638444399433
65+,Glenn County,2022.4,0.8304638444399433
65+,Glenn County,2023.1,0.8306663965971237
65+,Glenn County,2023.2,0.8306663965971237
65+,Glenn County,2023.3,0.8306663965971237
65+,Humboldt County,2022.1,0.9063222821896685
65+,Humboldt County,2022.2,0.9144564379336931
65+,Humboldt County,2022.3,0.9170007710100231
65+,Humboldt County,2022.4,0.9178488820354664
65+,Humboldt County,2023.1,0.9180030840400926
65+,Humboldt County,2023.2,0.9180801850424055
65+,Humboldt County,2023.3,0.918118735543562
65+,Imperial County,2022.1,0.9531798819221284
65+,Imperial County,2022.2,0.9945445034003437
65+,Imperial County,2022.3,1.0150212988565877
65+,Imperial County,2022.4,1.0161422913085718
65+,Imperial County,2023.1,1.0171885509304237
65+,Imperial County,2023.2,1.017300650175622
65+,Imperial County,2023.3,1.017300650175622
65+,Inyo County,2022.1,0.8158403090792016
65+,Inyo County,2022.2,0.8246404807898691
65+,Inyo County,2022.3,0.8265722257995278
65+,Inyo County,2022.4,0.8267868641339343
65+,Inyo County,2023.1,0.8267868641339343
65+,Inyo County,2023.2,0.8267868641339343
65+,Inyo County,2023.3,0.8267868641339343
65+,Kern County,2022.1,0.8159006964479318
65+,Kern County,2022.2,0.8226538525147467
65+,Kern County,2022.3,0.8253091751042835
65+,Kern County,2022.4,0.8257777614436135
65+,Kern County,2023.1,0.825979896727246
65+,Kern County,2023.2,0.8259982726621217
65+,Kern County,2023.3,0.8259982726621217
65+,Kings County,2022.1,0.746902235133693
65+,Kings County,2022.2,0.7561510642082172
65+,Kings County,2022.3,0.7598268808916819
65+,Kings County,2022.4,0.7605976166478924
65+,Kings County,2023.1,0.76077547874547935
65+,Kings County,2023.2,0.76077547874547935
65+,Kings County,2023.3,0.76077547874547935
65+,Lake County,2022.1,0.754333730316263
65+,Lake County,2022.2,0.7612809315866085
65+,Lake County,2022.3,0.7633320100569009
65+,Lake County,2022.4,0.7635966653433902
65+,Lake County,2023.1,0.7637289929866349
65+,Lake County,2023.2,0.7637289929866349
65+,Lake County,2023.3,0.7637289929866349
65+,Lassen County,2022.1,0.5668765502766647
65+,Lassen County,2022.2,0.5752718946765885
65+,Lassen County,2022.3,0.5788971570311009
65+,Lassen County,2022.4,0.5790879603129174
65+,Lassen County,2023.1,0.5792787635947338
65+,Lassen County,2023.2,0.5792787635947338
65+,Lassen County,2023.3,0.5792787635947338
65+,Los Angeles County,2022.1,0.8193874745764361
65+,Los Angeles County,2022.2,0.8286755904592299
65+,Los Angeles County,2022.3,0.8317124290816377
65+,Los Angeles County,2022.4,0.8321862318629025
65+,Los Angeles County,2023.1,0.8324927743555309
65+,Los Angeles County,2023.2,0.8325292675094152
65+,Los Angeles County,2023.3,0.8325335250440351
65+,Madera County,2022.1,0.7715976811124174
65+,Madera County,2022.2,0.7782462399156768
65+,Madera County,2022.3,0.7804759395143309
65+,Madera County,2022.4,0.7810434994121701
65+,Madera County,2023.1,0.7811245793975757
65+,Madera County,2023.2,0.7811245793975757
65+,Madera County,2023.3,0.7811245793975757
65+,Marin County,2022.1,0.9272188888023065
65+,Marin County,2022.2,0.9365697810332736
65+,Marin County,2022.3,0.9382373568144627
65+,Marin County,2022.4,0.938439959479467
65+,Marin County,2023.1,0.9385334684017766
65+,Marin County,2023.2,0.9385490532221616
65+,Marin County,2023.3,0.9385490532221616
65+,Mariposa County,2022.1,0.6249307479224376
65+,Mariposa County,2022.2,0.6391505078485687
65+,Mariposa County,2022.3,0.6426592797783933
65+,Mariposa County,2022.4,0.6426592797783933
65+,Mariposa County,2023.1,0.6426592797783933
65+,Mariposa County,2023.2,0.6426592797783933
65+,Mariposa County,2023.3,0.6426592797783933
65+,Mendocino County,2022.1,0.8982653310530173
65+,Mendocino County,2022.2,0.9085756169069142
65+,Mendocino County,2022.3,0.911800635230882
65+,Mendocino County,2022.4,0.9122404104568776
65+,Mendocino County,2023.1,0.9124358661128756
65+,Mendocino County,2023.2,0.9126801856828732
65+,Mendocino County,2023.3,0.9126801856828732
65+,Merced County,2022.1,0.8351798903979033
65+,Merced County,2022.2,0.8438765785084584
65+,Merced County,2022.3,0.8468251131760781
65+,Merced County,2022.4,0.8472420776745294
65+,Merced County,2023.1,0.8473909935668335
65+,Merced County,2023.2,0.8474505599237551
65+,Merced County,2023.3,0.8474505599237551
65+,Modoc County,2022.1,0.5874204417821041
65+,Modoc County,2022.2,0.5907899663047548
65+,Modoc County,2022.3,0.593036315986522
65+,Modoc County,2022.4,0.5937850992137776
65+,Modoc County,2023.1,0.5937850992137776
65+,Modoc County,2023.2,0.5937850992137776
65+,Modoc County,2023.3,0.5937850992137776
65+,Mono County,2022.1,0.6450351837372947
65+,Mono County,2022.2,0.6512900703674745
65+,Mono County,2022.3,0.6516810007818609
65+,Mono County,2022.4,0.6516810007818609
65+,Mono County,2023.1,0.6520719311962471
65+,Mono County,2023.2,0.6520719311962471
65+,Mono County,2023.3,0.6520719311962471
65+,Monterey County,2022.1,0.846051503414836
65+,Monterey County,2022.2,0.8599917216095556
65+,Monterey County,2022.3,0.8631995979067498
65+,Monterey County,2022.4,0.8634213405079384
65+,Monterey County,2023.1,0.8634952547083345
65+,Monterey County,2023.2,0.863524820388493
65+,Monterey County,2023.3,0.863524820388493
65+,Napa County,2022.1,0.9395834789293451
65+,Napa County,2022.2,0.9498567335243553
65+,Napa County,2022.3,0.9525822908658886
65+,Napa County,2022.4,0.9528967782514501
65+,Napa County,2023.1,0.9531064365084911
65+,Napa County,2023.2,0.9531064365084911
65+,Napa County,2023.3,0.9531064365084911
65+,Nevada County,2022.1,0.8082572585627016
65+,Nevada County,2022.2,0.8202004255611229
65+,Nevada County,2022.3,0.8226027867389663
65+,Nevada County,2022.4,0.8227400645205574
65+,Nevada County,2023.1,0.8228773423021484
65+,Nevada County,2023.2,0.8229116617475462
65+,Nevada County,2023.3,0.8229116617475462
65+,Orange County,2022.1,0.898148444245467
65+,Orange County,2022.2,0.9085376979610877
65+,Orange County,2022.3,0.911586942986078
65+,Orange County,2022.4,0.9120214745103056
65+,Orange County,2023.1,0.9122791836826829
65+,Orange County,2023.2,0.9123149243708228
65+,Orange County,2023.3,0.9123149243708228
65+,Placer County,2022.1,0.8897238994079372
65+,Placer County,2022.2,0.898188639427868
65+,Placer County,2022.3,0.9003927545577115
65+,Placer County,2022.4,0.9005920628407292
65+,Placer County,2023.1,0.9007561990738027
65+,Placer County,2023.2,0.900791371123747
65+,Placer County,2023.3,0.900791371123747
65+,Plumas County,2022.1,0.7076326002587322
65+,Plumas County,2022.2,0.7153945666235446
65+,Plumas County,2022.3,0.717496765847348
65+,Plumas County,2022.4,0.7178201811125485
65+,Plumas County,2023.1,0.7178201811125485
65+,Plumas County,2023.2,0.7178201811125485
65+,Plumas County,2023.3,0.7178201811125485
65+,Riverside County,2022.1,0.8167262521132048
65+,Riverside County,2022.2,0.8264589616259647
65+,Riverside County,2022.3,0.8291875467676469
65+,Riverside County,2022.4,0.8296183760005442
65+,Riverside County,2023.1,0.8298451282283849
65+,Riverside County,2023.2,0.8298728423895654
65+,Riverside County,2023.3,0.8298804007971601
65+,Sacramento County,2022.1,0.9177448106565014
65+,Sacramento County,2022.2,0.9271130700407149
65+,Sacramento County,2022.3,0.9300188471340018
65+,Sacramento County,2022.4,0.9306059587575357
65+,Sacramento County,2023.1,0.9309463133219031
65+,Sacramento County,2023.2,0.9309846032103944
65+,Sacramento County,2023.3,0.930988857642449
65+,San Benito County,2022.1,0.8492896174863388
65+,San Benito County,2022.2,0.8636065573770492
65+,San Benito County,2022.3,0.8663387978142076
65+,San Benito County,2022.4,0.8668852459016393
65+,San Benito County,2023.1,0.867103825136612
65+,San Benito County,2023.2,0.8672131147540983
65+,San Benito County,2023.3,0.8672131147540983
65+,San Bernardino County,2022.1,0.8206419332517166
65+,San Bernardino County,2022.2,0.8289171590284061
65+,San Bernardino County,2022.3,0.832032788630436
65+,San Bernardino County,2022.4,0.8325970085697557
65+,San Bernardino County,2023.1,0.8328737957097994
65+,San Bernardino County,2023.2,0.8329092812405742
65+,San Bernardino County,2023.3,0.8329092812405742
65+,San Diego County,2022.1,0.907778867246297
65+,San Diego County,2022.2,0.9181571402257619
65+,San Diego County,2022.3,0.9219322416734732
65+,San Diego County,2022.4,0.9223564521860795
65+,San Diego County,2023.1,0.9226001871735858
65+,San Diego County,2023.2,0.9226318169047889
65+,San Diego County,2023.3,0.9226336774772126
65+,San Francisco County,2022.1,0.873372707102903
65+,San Francisco County,2022.2,0.8822786787912877
65+,San Francisco County,2022.3,0.8845411080903722
65+,San Francisco County,2022.4,0.8850160932470861
65+,San Francisco County,2023.1,0.8853285834817662
65+,San Francisco County,2023.2,0.8853660823099279
65+,San Francisco County,2023.3,0.8853660823099279
65+,San Joaquin County,2022.1,0.9041308916807254
65+,San Joaquin County,2022.2,0.9127074635024457
65+,San Joaquin County,2022.3,0.9162794642941293
65+,San Joaquin County,2022.4,0.9169580501965071
65+,San Joaquin County,2023.1,0.9172313695182983
65+,San Joaquin County,2023.2,0.9172690687350971
65+,San Joaquin County,2023.3,0.9172784935392967
65+,San Luis Obispo County,2022.1,0.8603590504905186
65+,San Luis Obispo County,2022.2,0.8685318110163914
65+,San Luis Obispo County,2022.3,0.870429605595433
65+,San Luis Obispo County,2022.4,0.8707203967002862
65+,San Luis Obispo County,2023.1,0.8708275302652321
65+,San Luis Obispo County,2023.2,0.8708428350602244
65+,San Luis Obispo County,2023.3,0.8708428350602244
65+,San Mateo County,2022.1,0.8882126709307455
65+,San Mateo County,2022.2,0.8966144684605205
65+,San Mateo County,2022.3,0.8988475959417732
65+,San Mateo County,2022.4,0.8994058778120865
65+,San Mateo County,2023.1,0.8996746801940891
65+,San Mateo County,2023.2,0.8997229267754742
65+,San Mateo County,2023.3,0.8997298191442435
65+,Santa Barbara County,2022.1,0.9475317968299316
65+,Santa Barbara County,2022.2,0.9585199022058621
65+,Santa Barbara County,2022.3,0.9616652473697223
65+,Santa Barbara County,2022.4,0.9619536851358405
65+,Santa Barbara County,2023.1,0.9621459769799192
65+,Santa Barbara County,2023.2,0.9621459769799192
65+,Santa Barbara County,2023.3,0.9621459769799192
65+,Santa Clara County,2022.1,0.883336575224089
65+,Santa Clara County,2022.2,0.892006772894392
65+,Santa Clara County,2022.3,0.8947044511691533
65+,Santa Clara County,2022.4,0.895230594095082
65+,Santa Clara County,2023.1,0.8955175811455885
65+,Santa Clara County,2023.2,0.8955558460856561
65+,Santa Clara County,2023.3,0.8955590348306617
65+,Santa Cruz County,2022.1,0.9178739270594632
65+,Santa Cruz County,2022.2,0.9275837961704276
65+,Santa Cruz County,2022.3,0.9300306831863906
65+,Santa Cruz County,2022.4,0.9304579174272731
65+,Santa Cruz County,2023.1,0.9307297937623801
65+,Santa Cruz County,2023.2,0.930768633238824
65+,Santa Cruz County,2023.3,0.930768633238824
65+,Shasta County,2022.1,0.7806102020660385
65+,Shasta County,2022.2,0.789792595360756
65+,Shasta County,2022.3,0.7918212636467982
65+,Shasta County,2022.4,0.7920615006806716
65+,Shasta County,2023.1,0.7922483517070176
65+,Shasta County,2023.2,0.792301737714545
65+,Shasta County,2023.3,0.792301737714545
65+,Sierra County,2022.1,0.6174242424242424
65+,Sierra County,2022.2,0.6221590909090909
65+,Sierra County,2022.3,0.6221590909090909
65+,Sierra County,2022.4,0.6231060606060606
65+,Sierra County,2023.1,0.6231060606060606
65+,Sierra County,2023.2,0.6231060606060606
65+,Sierra County,2023.3,0.6231060606060606
65+,Siskiyou County,2022.1,0.7133683596030356
65+,Siskiyou County,2022.2,0.723292469352014
65+,Siskiyou County,2022.3,0.725710949879076
65+,Siskiyou County,2022.4,0.7259611375198065
65+,Siskiyou County,2023.1,0.7259611375198065
65+,Siskiyou County,2023.2,0.7259611375198065
65+,Siskiyou County,2023.3,0.7259611375198065
65+,Solano County,2022.1,0.8859670305926614
65+,Solano County,2022.2,0.895956989793973
65+,Solano County,2022.3,0.8990963281180493
65+,Solano County,2022.4,0.8994394946554989
65+,Solano County,2023.1,0.8996174328601024
65+,Solano County,2023.2,0.8996428526036172
65+,Solano County,2023.3,0.8996428526036172
65+,Sonoma County,2022.1,0.9133768866861905
65+,Sonoma County,2022.2,0.9255237666141023
65+,Sonoma County,2022.3,0.9281369677855373
65+,Sonoma County,2022.4,0.9284433430952918
65+,Sonoma County,2023.1,0.9285875197116468
65+,Sonoma County,2023.2,0.9286055417886911
65+,Sonoma County,2023.3,0.9286055417886911
65+,Stanislaus County,2022.1,0.8769887315953688
65+,Stanislaus County,2022.2,0.8842732265800263
65+,Stanislaus County,2022.3,0.8871483458394575
65+,Stanislaus County,2022.4,0.8875867048296846
65+,Stanislaus County,2023.1,0.8877414197674118
65+,Stanislaus County,2023.2,0.8877672055903664
65+,Stanislaus County,2023.3,0.8877672055903664
65+,Statewide County,2022.1,0.8713012412196686
65+,Statewide County,2022.2,0.8810891263584697
65+,Statewide County,2022.3,0.8841389309791545
65+,Statewide County,2022.4,0.884600100604787
65+,Statewide County,2023.1,0.8848611108751551
65+,Statewide County,2023.2,0.8848972507587445
65+,Statewide County,2023.3,0.8849000307497898
65+,Sutter County,2022.1,0.8620184654568609
65+,Sutter County,2022.2,0.8670487106017192
65+,Sutter County,2022.3,0.8694046482012098
65+,Sutter County,2022.4,0.8699140401146132
65+,Sutter County,2023.1,0.8699777141037887
65+,Sutter County,2023.2,0.870041388092964
65+,Sutter County,2023.3,0.870041388092964
65+,Tehama County,2022.1,0.7164543023438729
65+,Tehama County,2022.2,0.7225892716690263
65+,Tehama County,2022.3,0.7257354097844896
65+,Tehama County,2022.4,0.7259713701431493
65+,Tehama County,2023.1,0.7262859839546956
65+,Tehama County,2023.2,0.7264432908604688
65+,Tehama County,2023.3,0.7264432908604688
65+,Trinity County,2022.1,0.5595153243050606
65+,Trinity County,2022.2,0.5664053219291993
65+,Trinity County,2022.3,0.5683060109289617
65+,Trinity County,2022.4,0.5683060109289617
65+,Trinity County,2023.1,0.5683060109289617
65+,Trinity County,2023.2,0.5683060109289617
65+,Trinity County,2023.3,0.5683060109289617
65+,Tulare County,2022.1,0.7807100690113911
65+,Tulare County,2022.2,0.789257503949447
65+,Tulare County,2022.3,0.7928327928826806
65+,Tulare County,2022.4,0.7933150411573958
65+,Tulare County,2023.1,0.7937141431778498
65+,Tulare County,2023.2,0.7937474016795544
65+,Tulare County,2023.3,0.7937474016795544
65+,Tuolumne County,2022.1,0.7885558944437078
65+,Tuolumne County,2022.2,0.7964460946824029
65+,Tuolumne County,2022.3,0.7994960880519825
65+,Tuolumne County,2022.4,0.7994960880519825
65+,Tuolumne County,2023.1,0.7996286964593555
65+,Tuolumne County,2023.2,0.7996286964593555
65+,Tuolumne County,2023.3,0.7996286964593555
65+,Ventura County,2022.1,0.9204501750905816
65+,Ventura County,2022.2,0.9298760534110614
65+,Ventura County,2022.3,0.9323185501555237
65+,Ventura County,2022.4,0.9326356698985891
65+,Ventura County,2023.1,0.9327436255558029
65+,Ventura County,2023.2,0.9327773616986823
65+,Ventura County,2023.3,0.9327773616986823
65+,Yolo County,2022.1,0.9665785436861516
65+,Yolo County,2022.2,0.9744116975097098
65+,Yolo County,2022.3,0.9768595580795718
65+,Yolo County,2022.4,0.9771206632070237
65+,Yolo County,2023.1,0.9773817683344757
65+,Yolo County,2023.2,0.9774144064754071
65+,Yolo County,2023.3,0.9774144064754071
65+,Yuba County,2022.1,0.7945791726105563
65+,Yuba County,2022.2,0.8011412268188303
65+,Yuba County,2022.3,0.8032334759866857
65+,Yuba County,2022.4,0.8038040893961008
65+,Yuba County,2023.1,0.8039942938659058
65+,Yuba County,2023.2,0.8042796005706134
65+,Yuba County,2023.3,0.8042796005706134
