age_category,county,quarter,mean_vaccination_rate
18-49,Sacramento County,2022.2,0.7146532271518004
18-49,Sacramento County,2022.3,0.7198613318348508
18-49,Sacramento County,2022.4,0.7220783249775374
18-49,Sacramento County,2023.1,0.7234216911194425
18-49,Sacramento County,2023.2,0.7236748527126338
18-49,Sacramento County,2023.3,0.7236865596071166
18-49,San Benito County,2022.1,0.7807545507927187
18-49,San Benito County,2022.2,0.7890120375807399
18-49,San Benito County,2022.3,0.7935995302407516
18-49,San Benito County,2022.4,0.7952510275983559
18-49,San Benito County,2023.1,0.7965355255431591
18-49,San Benito County,2023.2,0.7968291250733999
18-49,San Benito County,2023.3,0.7968291250733999
18-49,San Bernardino County,2022.1,0.6051677187642798
18-49,San Bernardino County,2022.2,0.6125058670035585
18-49,San Bernardino County,2022.3,0.6170485301993024
18-49,San Bernardino County,2022.4,0.6187770993534407
18-49,San Bernardino County,2023.1,0.6197923235815291
18-49,San Bernardino County,2023.2,0.6199546353980361
18-49,San Bernardino County,2023.3,0.6199629060638454
18-49,San Diego County,2022.1,0.8339984681173388
18-49,San Diego County,2022.2,0.8406177839706286
18-49,San Diego County,2022.3,0.8451583180945866
18-49,San Diego County,2022.4,0.8466979732231433
18-49,San Diego County,2023.1,0.847704861042415
18-49,San Diego County,2023.2,0.8478468852190282
18-49,San Diego County,2023.3,0.8478511247466882
18-49,San Francisco County,2022.1,0.8933135903012355
18-49,San Francisco County,2022.2,0.897688677062607
18-49,San Francisco County,2022.3,0.9001318772847161
18-49,San Francisco County,2022.4,0.9012424228402203
18-49,San Francisco County,2023.1,0.9022025820184165
18-49,San Francisco County,2023.2,0.9023205774836889
18-49,San Francisco County,2023.3,0.9023228911202629
18-49,San Joaquin County,2022.1,0.6927759874338882
18-49,San Joaquin County,2022.2,0.7027652053255806
18-49,San Joaquin County,2022.3,0.7087989812559504
18-49,San Joaquin County,2022.4,0.7107271465856156
18-49,San Joaquin County,2023.1,0.7119945699019999
18-49,San Joaquin County,2023.2,0.7121837823876213
18-49,San Joaquin County,2023.3,0.7121837823876213
18-49,San Luis Obispo County,2022.1,0.6287124326623192
18-49,San Luis Obispo County,2022.2,0.6335235327473774
18-49,San Luis Obispo County,2022.3,0.6361284377658066
18-49,San Luis Obispo County,2022.4,0.6370410405443719
18-49,San Luis Obispo County,2023.1,0.6376523958037993
18-49,San Luis Obispo County,2023.2,0.6377675786787638
18-49,San Luis Obispo County,2023.3,0.6377675786787638
18-49,San Mateo County,2022.1,0.9557981278979346
18-49,San Mateo County,2022.2,0.9606768220083312
18-49,San Mateo County,2022.3,0.9634840071115356
18-49,San Mateo County,2022.4,0.9645520281105708
18-49,San Mateo County,2023.1,0.9653877303424443
18-49,San Mateo County,2023.2,0.9655361562214643
18-49,San Mateo County,2023.3,0.9655361562214643
18-49,Santa Barbara County,2022.1,0.7130140828437306
18-49,Santa Barbara County,2022.2,0.7187909027388227
18-49,Santa Barbara County,2022.3,0.7227667719681536
18-49,Santa Barbara County,2022.4,0.7240559770895456
18-49,Santa Barbara County,2023.1,0.7249121667503173
18-49,Santa Barbara County,2023.2,0.7250302618759411
18-49,Santa Barbara County,2023.3,0.7250302618759411
18-49,Santa Clara County,2022.1,0.9424033707058063
18-49,Santa Clara County,2022.2,0.9473091701709493
18-49,Santa Clara County,2022.3,0.95039796325714
18-49,Santa Clara County,2022.4,0.9515849641838956
18-49,Santa Clara County,2023.1,0.9524493081127039
18-49,Santa Clara County,2023.2,0.9525835522651346
18-49,Santa Clara County,2023.3,0.9525835522651346
18-49,Santa Cruz County,2022.1,0.7961510485588341
18-49,Santa Cruz County,2022.2,0.8013916518416602
18-49,Santa Cruz County,2022.3,0.8043186777554794
18-49,Santa Cruz County,2022.4,0.8054929935412631
18-49,Santa Cruz County,2023.1,0.8061940775924774
18-49,Santa Cruz County,2023.2,0.8062466588963184
18-49,Santa Cruz County,2023.3,0.8062466588963184
18-49,Shasta County,2022.1,0.4150547657888604
18-49,Shasta County,2022.2,0.4209100442787229
18-49,Shasta County,2022.3,0.4242163831274761
18-49,Shasta County,2022.4,0.4257311815427639
18-49,Shasta County,2023.1,0.4262701002097413
18-49,Shasta County,2023.2,0.4263574924260079
18-49,Shasta County,2023.3,0.4263574924260079
18-49,Sierra County,2022.1,0.45289079229122053
18-49,Sierra County,2022.2,0.45610278372591007
18-49,Sierra County,2022.3,0.4582441113490364
18-49,Sierra County,2022.4,0.4593147751605996
18-49,Sierra County,2023.1,0.4593147751605996
18-49,Sierra County,2023.2,0.4593147751605996
18-49,Sierra County,2023.3,0.4593147751605996
18-49,Siskiyou County,2022.1,0.4234687039270875
18-49,Siskiyou County,2022.2,0.42929902157887684
18-49,Siskiyou County,2022.3,0.43238171826832866
18-49,Siskiyou County,2022.4,0.4334539605950945
18-49,Siskiyou County,2023.1,0.43405709690390026
18-49,Siskiyou County,2023.2,0.43412411204932316
18-49,Siskiyou County,2023.3,0.43412411204932316
18-49,Solano County,2022.1,0.7127873836215086
18-49,Solano County,2022.2,0.7200238864308787
18-49,Solano County,2022.3,0.7240628647430851
18-49,Solano County,2022.4,0.7256860562959746
18-49,Solano County,2023.1,0.7266306560625391
18-49,Solano County,2023.2,0.726793518091257
18-49,Solano County,2023.3,0.726793518091257
18-49,Sonoma County,2022.1,0.8029489538402759
18-49,Sonoma County,2022.2,0.8083984355362511
18-49,Sonoma County,2022.3,0.8123850028655024
18-49,Sonoma County,2022.4,0.8140439779205502
18-49,Sonoma County,2023.1,0.8152303964447661
18-49,Sonoma County,2023.2,0.8153208859932234
18-49,Sonoma County,2023.3,0.8153208859932234
18-49,Stanislaus County,2022.1,0.6071241615231974
18-49,Stanislaus County,2022.2,0.6147490757987087
18-49,Stanislaus County,2022.3,0.6194644299169335
18-49,Stanislaus County,2022.4,0.6210713836439705
18-49,Stanislaus County,2023.1,0.6222319613357195
18-49,Stanislaus County,2023.2,0.6224308015696205
18-49,Stanislaus County,2023.3,0.6224308015696205
18-49,Statewide County,2022.1,0.773700225172829
18-49,Statewide County,2022.2,0.7804029654079974
18-49,Statewide County,2022.3,0.7846273019292669
18-49,Statewide County,2022.4,0.7861833933386893
18-49,Statewide County,2023.1,0.7871825308962929
18-49,Statewide County,2023.2,0.7873373507366893
18-49,Statewide County,2023.3,0.7873444252082482
18-49,Sutter County,2022.1,0.6031772535362451
18-49,Sutter County,2022.2,0.6103332299692293
18-49,Sutter County,2022.3,0.614865348376786
18-49,Sutter County,2022.4,0.6167736087589152
18-49,Sutter County,2023.1,0.6180378312620757
18-49,Sutter County,2023.2,0.6181570975359588
18-49,Sutter County,2023.3,0.6181570975359588
18-49,Tehama County,2022.1,0.3960299777192627
18-49,Tehama County,2022.2,0.40133684423739113
18-49,Tehama County,2022.3,0.4048612517723314
18-49,Tehama County,2022.4,0.4062791168725947
18-49,Tehama County,2023.1,0.4070488150698805
18-49,Tehama County,2023.2,0.40717034636418875
18-49,Tehama County,2023.3,0.40717034636418875
18-49,Trinity County,2022.1,0.43394833948339484
18-49,Trinity County,2022.2,0.43862238622386224
18-49,Trinity County,2022.3,0.44157441574415746
18-49,Trinity County,2022.4,0.44231242312423125
18-49,Trinity County,2023.1,0.44255842558425584
18-49,Trinity County,2023.2,0.44255842558425584
18-49,Trinity County,2023.3,0.44280442804428044
18-49,Tulare County,2022.1,0.576022196683
18-49,Tulare County,2022.2,0.5846440884982136
18-49,Tulare County,2022.3,0.5900490000432778
18-49,Tulare County,2022.4,0.5922369313181925
18-49,Tulare County,2023.1,0.5938622516938435
18-49,Tulare County,2023.2,0.5941315355430637
18-49,Tulare County,2023.3,0.5941411528233931
18-49,Tuolumne County,2022.1,0.4465810788473194
18-49,Tuolumne County,2022.2,0.45027274229985126
18-49,Tuolumne County,2022.3,0.45357870957077523
18-49,Tuolumne County,2022.4,0.45490109647914484
18-49,Tuolumne County,2023.1,0.45556228993332964
18-49,Tuolumne County,2023.2,0.45567248884236045
18-49,Tuolumne County,2023.3,0.45567248884236045
18-49,Ventura County,2022.1,0.7701641272880358
18-49,Ventura County,2022.2,0.7759397238786173
18-49,Ventura County,2022.3,0.7795671330203804
18-49,Ventura County,2022.4,0.7807580074047589
18-49,Ventura County,2023.1,0.7814269731606325
18-49,Ventura County,2023.2,0.7815221277724593
18-49,Ventura County,2023.3,0.7815451955571446
18-49,Yolo County,2022.1,0.713466815916805
18-49,Yolo County,2022.2,0.7180345923304687
18-49,Yolo County,2022.3,0.721094821983101
18-49,Yolo County,2022.4,0.7221329529862064
18-49,Yolo County,2023.1,0.7229363761103488
18-49,Yolo County,2023.2,0.7230356755976024
18-49,Yolo County,2023.3,0.7230447028237164
18-49,Yuba County,2022.1,0.5271636418179091
18-49,Yuba County,2022.2,0.5354432278386081
18-49,Yuba County,2022.3,0.5399130043497825
18-49,Yuba County,2022.4,0.5424928753562321
18-49,Yuba County,2023.1,0.544082795860207
18-49,Yuba County,2023.2,0.544322783860807
18-49,Yuba County,2023.3,0.544322783860807
50-64,Alameda County,2022.1,0.8831039832496658
50-64,Alameda County,2022.2,0.8899655659544411
50-64,Alameda County,2022.3,0.8929801215912817
50-64,Alameda County,2022.4,0.893708534093489
50-64,Alameda County,2023.1,0.8942288287379229
50-64,Alameda County,2023.2,0.8942950480563053
50-64,Alameda County,2023.3,0.8942982013571807
50-64,Alpine County,2022.1,0.5365853658536586
50-64,Alpine County,2022.2,0.5505226480836237
50-64,Alpine County,2022.3,0.5505226480836237
50-64,Alpine County,2022.4,0.5505226480836237
50-64,Alpine County,2023.1,0.5505226480836237
50-64,Alpine County,2023.2,0.5505226480836237
50-64,Alpine County,2023.3,0.5505226480836237
50-64,Amador County,2022.1,0.6950757575757576
50-64,Amador County,2022.2,0.7001262626262627
50-64,Amador County,2022.3,0.7017676767676768
50-64,Amador County,2022.4,0.7022727272727273
50-64,Amador County,2023.1,0.7025252525252526
50-64,Amador County,2023.2,0.7025252525252526
50-64,Amador County,2023.3,0.7025252525252526
50-64,Butte County,2022.1,0.7406211106501511
50-64,Butte County,2022.2,0.7453920464647662
50-64,Butte County,2022.3,0.7481479286433947
50-64,Butte County,2022.4,0.7488887571860369
50-64,Butte County,2023.1,0.7491554554613881
50-64,Butte County,2023.2,0.7491554554613881
50-64,Butte County,2023.3,0.7491554554613881
50-64,Calaveras County,2022.1,0.6694772344013491
50-64,Calaveras County,2022.2,0.6749578414839797
50-64,Calaveras County,2022.3,0.6772765598650927
50-64,Calaveras County,2022.4,0.6775927487352446
50-64,Calaveras County,2023.1,0.6776981450252951
50-64,Calaveras County,2023.2,0.6776981450252951
50-64,Calaveras County,2023.3,0.6776981450252951
50-64,Colusa County,2022.1,0.7717050209205021
50-64,Colusa County,2022.2,0.7771966527196653
50-64,Colusa County,2022.3,0.7782426778242678
50-64,Colusa County,2022.4,0.7798117154811716
50-64,Colusa County,2023.1,0.7798117154811716
50-64,Colusa County,2023.2,0.7798117154811716
50-64,Colusa County,2023.3,0.7798117154811716
50-64,Contra Costa County,2022.1,0.8740215161789945
50-64,Contra Costa County,2022.2,0.8786847503034869
50-64,Contra Costa County,2022.3,0.880878228473356
50-64,Contra Costa County,2022.4,0.881380551718364
50-64,Contra Costa County,2023.1,0.8817070618276194
50-64,Contra Costa County,2023.2,0.8817363640169116
50-64,Contra Costa County,2023.3,0.8817363640169116
50-64,Del Norte County,2022.1,0.7057356608478803
50-64,Del Norte County,2022.2,0.7136325852036576
50-64,Del Norte County,2022.3,0.7161263507896924
50-64,Del Norte County,2022.4,0.7171654197838736
50-64,Del Norte County,2023.1,0.7175810473815462
50-64,Del Norte County,2023.2,0.7175810473815462
50-64,Del Norte County,2023.3,0.7175810473815462
50-64,El Dorado County,2022.1,0.7654392213916621
50-64,El Dorado County,2022.2,0.7715848091105203
50-64,El Dorado County,2022.3,0.7738925400090303
50-64,El Dorado County,2022.4,0.7741935483870968
50-64,El Dorado County,2023.1,0.7744443887021523
50-64,El Dorado County,2023.2,0.7744694727336577
50-64,El Dorado County,2023.3,0.7744694727336577
50-64,Fresno County,2022.1,0.7957679310235922
50-64,Fresno County,2022.2,0.8020149701544389
50-64,Fresno County,2022.3,0.8050342671256672
50-64,Fresno County,2022.4,0.80590594700439
50-64,Fresno County,2023.1,0.806436534756656
50-64,Fresno County,2023.2,0.8064870669235386
50-64,Fresno County,2023.3,0.8064933834443988
50-64,Glenn County,2022.1,0.747845711940911
50-64,Glenn County,2022.2,0.7537956503898235
50-64,Glenn County,2022.3,0.7550266721378744
50-64,Glenn County,2022.4,0.7558473533032417
50-64,Glenn County,2023.1,0.7560525235945835
50-64,Glenn County,2023.2,0.7562576938859253
50-64,Glenn County,2023.3,0.7562576938859253
50-64,Humboldt County,2022.1,0.785872060288449
50-64,Humboldt County,2022.2,0.7909394083762831
50-64,Humboldt County,2022.3,0.7934947377539088
50-64,Humboldt County,2022.4,0.7942310191000044
50-64,Humboldt County,2023.1,0.7948806791112651
50-64,Humboldt County,2023.2,0.7949239897786825
50-64,Humboldt County,2023.3,0.7949239897786825
50-64,Imperial County,2022.1,1.081284062209225
50-64,Imperial County,2022.2,1.1123222118835572
50-64,Imperial County,2022.3,1.134853117107537
50-64,Imperial County,2022.4,1.136481456865612
50-64,Imperial County,2023.1,1.137511630998272
50-64,Imperial County,2023.2,1.1376777881164428
50-64,Imperial County,2023.3,1.137711019540077
50-64,Inyo County,2022.1,0.664179104477612
50-64,Inyo County,2022.2,0.6723880597014925
50-64,Inyo County,2022.3,0.6736318407960199
50-64,Inyo County,2022.4,0.6738805970149254
50-64,Inyo County,2023.1,0.6746268656716418
50-64,Inyo County,2023.2,0.6746268656716418
50-64,Inyo County,2023.3,0.6746268656716418
50-64,Kern County,2022.1,0.7378468916393385
50-64,Kern County,2022.2,0.7438696710039141
50-64,Kern County,2022.3,0.7470644239923834
50-64,Kern County,2022.4,0.7479036637399062
50-64,Kern County,2023.1,0.7482844952219754
50-64,Kern County,2023.2,0.7483409147008004
50-64,Kern County,2023.3,0.7483409147008004
50-64,Kings County,2022.1,0.756230130243052
50-64,Kings County,2022.2,0.7643831401907497
50-64,Kings County,2022.3,0.7688442211055276
50-64,Kings County,2022.4,0.7699210337401292
50-64,Kings County,2023.1,0.7704338016613681
50-64,Kings County,2023.2,0.7704850784534919
50-64,Kings County,2023.3,0.7704850784534919
50-64,Lake County,2022.1,0.7471459800825844
50-64,Lake County,2022.2,0.753056432677516
50-64,Lake County,2022.3,0.7554853857987207
50-64,Lake County,2022.4,0.7558092462148814
50-64,Lake County,2023.1,0.756133106631042
50-64,Lake County,2023.2,0.756133106631042
50-64,Lake County,2023.3,0.756133106631042
50-64,Lassen County,2022.1,0.4197324414715719
50-64,Lassen County,2022.2,0.4230769230769231
50-64,Lassen County,2022.3,0.4243775548123374
50-64,Lassen County,2022.4,0.4258639910813824
50-64,Lassen County,2023.1,0.4258639910813824
50-64,Lassen County,2023.2,0.4258639910813824
50-64,Lassen County,2023.3,0.4258639910813824
50-64,Los Angeles County,2022.1,0.8215833220890607
50-64,Los Angeles County,2022.2,0.8283643793618055
50-64,Los Angeles County,2022.3,0.8315585982162694
50-64,Los Angeles County,2022.4,0.8322489796456685
50-64,Los Angeles County,2023.1,0.8326908034700671
50-64,Los Angeles County,2023.2,0.8327648634911489
50-64,Los Angeles County,2023.3,0.8327684143140774
50-64,Madera County,2022.1,0.7381984585741811
50-64,Madera County,2022.2,0.7434168272318561
50-64,Madera County,2022.3,0.7459457289659602
50-64,Madera County,2022.4,0.7465077071290944
50-64,Madera County,2023.1,0.7470696852922286
50-64,Madera County,2023.2,0.7471098265895953
50-64,Madera County,2023.3,0.7471098265895953
50-64,Marin County,2022.1,0.9108666562396817
50-64,Marin County,2022.2,0.9176963314390977
50-64,Marin County,2022.3,0.920424725857185
50-64,Marin County,2022.4,0.9205811306327442
50-64,Marin County,2023.1,0.9207375354083034
50-64,Marin County,2023.2,0.9207549137166988
50-64,Marin County,2023.3,0.9207549137166988
50-64,Mariposa County,2022.1,0.5836776859504132
50-64,Mariposa County,2022.2,0.5901342975206612
50-64,Mariposa County,2022.3,0.5932334710743802
50-64,Mariposa County,2022.4,0.59349173553719
50-64,Mariposa County,2023.1,0.59400826446281
50-64,Mariposa County,2023.2,0.5942665289256198
50-64,Mariposa County,2023.3,0.5942665289256198
50-64,Mendocino County,2022.1,0.7971689327621531
50-64,Mendocino County,2022.2,0.8034394983547526
50-64,Mendocino County,2022.3,0.8054262122058732
50-64,Mendocino County,2022.4,0.8057366362451108
50-64,Mendocino County,2023.1,0.8061091450921959
50-64,Mendocino County,2023.2,0.8061712299000434
50-64,Mendocino County,2023.3,0.8061712299000434
50-64,Merced County,2022.1,0.7333502737415972
50-64,Merced County,2022.2,0.740765552449814
50-64,Merced County,2022.3,0.7444847420822842
50-64,Merced County,2022.4,0.7451084571138165
50-64,Merced County,2023.1,0.7454549654646677
50-64,Merced County,2023.2,0.7454780660213911
50-64,Merced County,2023.3,0.7454780660213911
50-64,Modoc County,2022.1,0.5171270718232044
50-64,Modoc County,2022.2,0.5209944751381216
50-64,Modoc County,2022.3,0.5226519337016574
50-64,Modoc County,2022.4,0.5248618784530387
50-64,Modoc County,2023.1,0.5259668508287293
50-64,Modoc County,2023.2,0.5259668508287293
50-64,Modoc County,2023.3,0.5259668508287293
50-64,Mono County,2022.1,0.6431522084524944
50-64,Mono County,2022.2,0.6456943120432158
50-64,Mono County,2022.3,0.6482364156339371
50-64,Mono County,2022.4,0.6482364156339371
50-64,Mono County,2023.1,0.6485541785827772
50-64,Mono County,2023.2,0.6485541785827772
50-64,Mono County,2023.3,0.6485541785827772
50-64,Monterey County,2022.1,0.8435121284591732
50-64,Monterey County,2022.2,0.8522036214554151
50-64,Monterey County,2022.3,0.8563717116501537
50-64,Monterey County,2022.4,0.8570140075162282
50-64,Monterey County,2023.1,0.8572873249060472
50-64,Monterey County,2023.2,0.8573419883840109
50-64,Monterey County,2023.3,0.8573556542535019
50-64,Napa County,2022.1,0.8730089301986513
50-64,Napa County,2022.2,0.8803353380718061
50-64,Napa County,2022.3,0.8826316748678695
50-64,Napa County,2022.4,0.8833242208857299
50-64,Napa County,2023.1,0.8838345179515218
50-64,Napa County,2023.2,0.8839438673227629
50-64,Napa County,2023.3,0.8839438673227629
50-64,Nevada County,2022.1,0.7414504867234086
50-64,Nevada County,2022.2,0.7484837673920799
50-64,Nevada County,2022.3,0.7511849548952653
50-64,Nevada County,2022.4,0.7515417155088935
50-64,Nevada County,2023.1,0.7516946129147342
50-64,Nevada County,2023.2,0.7517455787166811
50-64,Nevada County,2023.3,0.7517455787166811
50-64,Orange County,2022.1,0.8280728634661219
50-64,Orange County,2022.2,0.8343501408363513
50-64,Orange County,2022.3,0.8373974680409818
50-64,Orange County,2022.4,0.8380397437087937
50-64,Orange County,2023.1,0.8384204661528462
50-64,Orange County,2023.2,0.8384808245890983
50-64,Orange County,2023.3,0.83848237224131
50-64,Placer County,2022.1,0.7980165590028205
50-64,Placer County,2022.2,0.8032936038577018
50-64,Placer County,2022.3,0.8054902062726647
50-64,Placer County,2022.4,0.8058541404005874
50-64,Placer County,2023.1,0.806101095701678
50-64,Placer County,2023.2,0.8061530862913813
50-64,Placer County,2023.3,0.8061530862913813
50-64,Plumas County,2022.1,0.6990343347639485
50-64,Plumas County,2022.2,0.7043991416309013
50-64,Plumas County,2022.3,0.70681330472103
50-64,Plumas County,2022.4,0.7070815450643777
50-64,Plumas County,2023.1,0.7073497854077253
50-64,Plumas County,2023.2,0.7073497854077253
50-64,Plumas County,2023.3,0.7073497854077253
50-64,Riverside County,2022.1,0.7503036589500248
50-64,Riverside County,2022.2,0.7570077301128646
50-64,Riverside County,2022.3,0.760099326225132
50-64,Riverside County,2022.4,0.7607077667091003
50-64,Riverside County,2023.1,0.7610782194022914
50-64,Riverside County,2023.2,0.7611208775912043
50-64,Riverside County,2023.3,0.7611208775912043
50-64,Sacramento County,2022.1,0.8053591445296514
50-64,Sacramento County,2022.2,0.811945981531235
50-64,Sacramento County,2022.3,0.8150668113801754
50-64,Sacramento County,2022.4,0.8158496877390886
50-64,Sacramento County,2023.1,0.8163870256036154
50-64,Sacramento County,2023.2,0.8164368450082736
50-64,Sacramento County,2023.3,0.816447520594986
50-64,San Benito County,2022.1,0.8670353041259039
50-64,San Benito County,2022.2,0.8755423224159932
50-64,San Benito County,2022.3,0.8786048490004253
50-64,San Benito County,2022.4,0.8792854104636325
50-64,San Benito County,2023.1,0.8794555508294343
50-64,San Benito County,2023.2,0.8794555508294343
50-64,San Benito County,2023.3,0.8794555508294343
50-64,San Bernardino County,2022.1,0.7543534117362993
50-64,San Bernardino County,2022.2,0.7607126079003105
50-64,San Bernardino County,2022.3,0.7638042847807088
50-64,San Bernardino County,2022.4,0.7646966193641853
50-64,San Bernardino County,2023.1,0.7652792613569259
50-64,San Bernardino County,2023.2,0.7653317516265422
50-64,San Bernardino County,2023.3,0.7653343761400231
50-64,San Diego County,2022.1,0.8741113630250164
50-64,San Diego County,2022.2,0.8833089123501117
50-64,San Diego County,2022.3,0.8885083262465143
50-64,San Diego County,2022.4,0.8891181546758804
50-64,San Diego County,2023.1,0.8895191377527237
50-64,San Diego County,2023.2,0.8895726021629695
50-64,San Diego County,2023.3,0.8895726021629695
50-64,San Francisco County,2022.1,0.8931377430205588
50-64,San Francisco County,2022.2,0.9013952810598793
50-64,San Francisco County,2022.3,0.904388638599133
50-64,San Francisco County,2022.4,0.9050990297392804
50-64,San Francisco County,2023.1,0.9056758430582035
50-64,San Francisco County,2023.2,0.9057547754071088
50-64,San Francisco County,2023.3,0.9057547754071088
50-64,San Joaquin County,2022.1,0.7727435941629324
50-64,San Joaquin County,2022.2,0.7798029415144203
50-64,San Joaquin County,2022.3,0.7834582902447432
50-64,San Joaquin County,2022.4,0.7840615305067218
50-64,San Joaquin County,2023.1,0.7846145007468689
50-64,San Joaquin County,2023.2,0.7847006779271516
50-64,San Joaquin County,2023.3,0.7847006779271516
50-64,San Luis Obispo County,2022.1,0.7658610271903323
50-64,San Luis Obispo County,2022.2,0.7725703299721427
50-64,San Luis Obispo County,2022.3,0.7749440891434849
50-64,San Luis Obispo County,2022.4,0.7754149174088751
50-64,San Luis Obispo County,2023.1,0.7756110958527876
50-64,San Luis Obispo County,2023.2,0.7756503315415703
50-64,San Luis Obispo County,2023.3,0.7756503315415703
50-64,San Mateo County,2022.1,0.8571665632087125
50-64,San Mateo County,2022.2,0.8635891510506616
50-64,San Mateo County,2022.3,0.8661213100849994
50-64,San Mateo County,2022.4,0.8667727878948047
50-64,San Mateo County,2023.1,0.8671661329875174
50-64,San Mateo County,2023.2,0.8672030090899593
50-64,San Mateo County,2023.3,0.8672030090899593
50-64,Santa Barbara County,2022.1,0.8280142781597039
50-64,Santa Barbara County,2022.2,0.8351136964569011
50-64,Santa Barbara County,2022.3,0.8378503437334743
50-64,Santa Barbara County,2022.4,0.8384320465362243
50-64,Santa Barbara County,2023.1,0.8386039132734003
50-64,Santa Barbara County,2023.2,0.8386171337916446
50-64,Santa Barbara County,2023.3,0.8386171337916446
50-64,Santa Clara County,2022.1,0.8935741415394155
50-64,Santa Clara County,2022.2,0.9003643128439656
50-64,Santa Clara County,2022.3,0.9033485776296412
50-64,Santa Clara County,2022.4,0.9040591168643257
50-64,Santa Clara County,2023.1,0.9045913753455804
50-64,Santa Clara County,2023.2,0.9046559698214609
50-64,Santa Clara County,2023.3,0.9046637211585665
50-64,Santa Cruz County,2022.1,0.8644129968917119
50-64,Santa Cruz County,2022.2,0.8712087572639342
50-64,Santa Cruz County,2022.3,0.8735061876170435
50-64,Santa Cruz County,2022.4,0.8739888410525706
50-64,Santa Cruz County,2023.1,0.8741239840145182
50-64,Santa Cruz County,2023.2,0.8741625962893604
50-64,Santa Cruz County,2023.3,0.8741819024267815
50-64,Shasta County,2022.1,0.6320228164867517
50-64,Shasta County,2022.2,0.6364389106967615
50-64,Shasta County,2022.3,0.6387389597644749
50-64,Shasta County,2022.4,0.6395669774288518
50-64,Shasta County,2023.1,0.6399656526005888
50-64,Shasta County,2023.2,0.6400576545632973
50-64,Shasta County,2023.3,0.6400883218842002
50-64,Sierra County,2022.1,0.6104477611940299
50-64,Sierra County,2022.2,0.6119402985074627
50-64,Sierra County,2022.3,0.6149253731343284
50-64,Sierra County,2022.4,0.6149253731343284
50-64,Sierra County,2023.1,0.6149253731343284
50-64,Sierra County,2023.2,0.6149253731343284
50-64,Sierra County,2023.3,0.6149253731343284
50-64,Siskiyou County,2022.1,0.6444472080586992
50-64,Siskiyou County,2022.2,0.6514115159805994
50-64,Siskiyou County,2022.3,0.654271856734237
50-64,Siskiyou County,2022.4,0.6551423952244746
50-64,Siskiyou County,2023.1,0.6555154831488621
50-64,Siskiyou County,2023.2,0.6556398457903246
50-64,Siskiyou County,2023.3,0.6556398457903246
50-64,Solano County,2022.1,0.834354153312917
50-64,Solano County,2022.2,0.8414168031716639
50-64,Solano County,2022.3,0.8442774731144506
50-64,Solano County,2022.4,0.8448116231037676
50-64,Solano County,2023.1,0.8451914630961708
50-64,Solano County,2023.2,0.8452389430952212
50-64,Solano County,2023.3,0.8452389430952212
50-64,Sonoma County,2022.1,0.8453176188180664
50-64,Sonoma County,2022.2,0.8507481775163064
50-64,Sonoma County,2022.3,0.8526665814042717
50-64,Sonoma County,2022.4,0.8532273456176769
50-64,Sonoma County,2023.1,0.8535421606146762
50-64,Sonoma County,2023.2,0.8535421606146762
50-64,Sonoma County,2023.3,0.8535421606146762
50-64,Stanislaus County,2022.1,0.7642425139570292
50-64,Stanislaus County,2022.2,0.7697936051429538
50-64,Stanislaus County,2022.3,0.7726801725596346
50-64,Stanislaus County,2022.4,0.7734203180510912
50-64,Stanislaus County,2023.1,0.7737269497546946
50-64,Stanislaus County,2023.2,0.7737903907968194
50-64,Stanislaus County,2023.3,0.7737903907968194
50-64,Statewide County,2022.1,0.8310174844503827
50-64,Statewide County,2022.2,0.8381482687208668
50-64,Statewide County,2022.3,0.8414931294643133
50-64,Statewide County,2022.4,0.8421777461476343
50-64,Statewide County,2023.1,0.8426087113400258
50-64,Statewide County,2023.2,0.8426672773689824
50-64,Statewide County,2023.3,0.8426705085981663
50-64,Sutter County,2022.1,0.753173564068993
50-64,Sutter County,2022.2,0.7577844822678886
50-64,Sutter County,2022.3,0.7595491546649968
50-64,Sutter County,2022.4,0.7602891785734616
50-64,Sutter County,2023.1,0.7608015028177834
50-64,Sutter County,2023.2,0.7608584277338191
50-64,Sutter County,2023.3,0.7608584277338191
50-64,Tehama County,2022.1,0.5919569241124012
50-64,Tehama County,2022.2,0.596836614504459
50-64,Tehama County,2022.3,0.6003701834090527
50-64,Tehama County,2022.4,0.6009591115598183
50-64,Tehama County,2023.1,0.6015480397105839
50-64,Tehama County,2023.2,0.6018845700824499
50-64,Tehama County,2023.3,0.6019687026754165
50-64,Trinity County,2022.1,0.5692541856925418
50-64,Trinity County,2022.2,0.571917808219178
50-64,Trinity County,2022.3,0.5742009132420092
50-64,Trinity County,2022.4,0.5745814307458144
50-64,Trinity County,2023.1,0.5745814307458144
50-64,Trinity County,2023.2,0.5745814307458144
50-64,Trinity County,2023.3,0.5745814307458144
50-64,Tulare County,2022.1,0.7354674159142366
50-64,Tulare County,2022.2,0.7416868981696173
50-64,Tulare County,2022.3,0.7447557216508907
50-64,Tulare County,2022.4,0.7456695490875365
50-64,Tulare County,2023.1,0.7462423961373742
50-64,Tulare County,2023.2,0.7463105922147358
50-64,Tulare County,2023.3,0.7463242314302081
50-64,Tuolumne County,2022.1,0.6670276656493059
50-64,Tuolumne County,2022.2,0.6722457418529093
50-64,Tuolumne County,2022.3,0.6751009156246923
50-64,Tuolumne County,2022.4,0.6756916412326475
